ensg	hgnc	chrom	obs_lof	exp_lof	prior_mean	post_mean	post_lower_95	post_upper_95
ENSG00000085491	HGNC:20662	chr1	21.0	26.862	0.00927277	0.00203321	0.00029905	0.00536205
ENSG00000167723	HGNC:18084	chr17	33.0	38.509	0.00200345	0.00203347	9.005e-05	0.00756505
ENSG00000151876	HGNC:13583	chr5	11.0	17.299	0.00378128	0.00203385	0.00012305	0.00700005
ENSG00000242247	HGNC:661	chr22	21.0	32.026	0.00246703	0.00203629	0.00020305	0.00638705
ENSG00000189334	HGNC:18901	chr1	4.0	4.225	0.00286035	0.00203665	5.505e-05	0.00841505
ENSG00000272573	HGNC:22144	chr3	6.0	5.581	0.01358482	0.00203713	7.705e-05	0.00723105
ENSG00000269891	HGNC:48348	chr10	22.0	31.073	0.01136864	0.0020374	0.00013705	0.00629905
ENSG00000143382	HGNC:19706	chr1	47.0	54.82	0.00423351	0.00203811	0.00019805	0.00588805
ENSG00000159261	HGNC:2035	chr21	6.0	6.2003	0.00517591	0.00203821	8.705e-05	0.00744805
ENSG00000129460	HGNC:20271	chr14	15.0	21.379	0.00438337	0.0020384	0.00013305	0.00671505
ENSG00000107014	HGNC:10027	chr9	4.0	3.152	0.00404098	0.00203847	4.005e-05	0.00844605
ENSG00000198498	HGNC:25638	chr4	8.0	12.662	0.00350657	0.00203893	8.205e-05	0.00769305
ENSG00000171611	HGNC:21290	chr6	2.0	5.8419	0.00147754	0.00203916	1.905e-05	0.00794405
ENSG00000166788	HGNC:25158	chr11	17.0	25.571	0.00370497	0.00203996	0.00011305	0.00721805
ENSG00000198324	HGNC:26509	chr12	3.0	3.7462	0.00423718	0.00204013	6.305e-05	0.00805905
ENSG00000177106	HGNC:21296	chr11	17.0	40.643	0.00165577	0.00204027	7.205e-05	0.00809305
ENSG00000279169	HGNC:13262	chr1	0.0	0.10744	0.00202834	0.00204132	1.205e-05	0.00792805
ENSG00000228696	HGNC:32387	chr17	0.0	0.50044	0.00203731	0.00204304	1.805e-05	0.00803605
ENSG00000130988	HGNC:9989	chrX	4.0	9.2315	0.00490155	0.00204355	1.805e-05	0.00925605
ENSG00000234409	HGNC:51899	chr22			0.00473928	0.0020451	5.305e-05	0.00811605
ENSG00000103150	HGNC:7150	chr16	8.0	17.25	0.00154376	0.00204794	5.605e-05	0.00902605
ENSG00000184661	HGNC:14623	chr8	21.0	29.066	0.00401412	0.00204888	0.00010805	0.00724105
ENSG00000136881	HGNC:932	chr9	12.0	14.02	0.0022829	0.00204975	6.205e-05	0.00843405
ENSG00000278535	HGNC:28639	chr17	10.0	12.755	0.00379096	0.00205194	5.805e-05	0.00821105
ENSG00000148671	HGNC:24043	chr10	2.0	2.6761	0.00357786	0.00205343	2.105e-05	0.00914405
ENSG00000204237	HGNC:27901	chr17	1.0	3.5953	0.00246062	0.00205373	1.705e-05	0.00941205
ENSG00000254901	HGNC:37247	chr19	6.0	7.4839	0.00241549	0.00205374	3.405e-05	0.00914905
ENSG00000139323	HGNC:30836	chr12	16.0	26.041	0.00208965	0.00205397	0.00017205	0.00683005
ENSG00000163736	HGNC:9240	chr4	2.0	3.5978	0.00306632	0.00205472	2.105e-05	0.00874105
ENSG00000270999	HGNC:37488	chr2			0.01340876	0.00205472	1.805e-05	0.00871805
ENSG00000148291	HGNC:11475	chr9	9.0	11.344	0.00227522	0.00205725	2.305e-05	0.00986305
ENSG00000163424	HGNC:26553	chr3	15.0	19.348	0.0048784	0.00205729	3.705e-05	0.00868705
ENSG00000178734	HGNC:44370	chr13	10.0	6.0269	0.00536409	0.00205747	1.505e-05	0.00929505
ENSG00000178425	HGNC:21556	chr6	14.0	24.658	0.00203884	0.0020582	0.00013405	0.00736805
ENSG00000065600	HGNC:25593	chr1	16.0	19.073	0.00499523	0.0020583	0.00016705	0.00677005
ENSG00000121350	HGNC:26162	chr12	17.0	26.391	0.00259451	0.00205847	0.00017405	0.00679505
ENSG00000110203	HGNC:3795	chr11	4.0	8.3468	0.0018476	0.00206101	1.905e-05	0.00809905
ENSG00000102878	HGNC:5227	chr16	17.0	23.004	0.00965231	0.00206149	0.00023005	0.00590605
ENSG00000117322	HGNC:2336	chr1	38.0	56.637	0.00437464	0.00206237	0.00014805	0.00662805
ENSG00000147003	HGNC:29437	chrX	6.0	6.2319	0.0119775	0.00206306	4.405e-05	0.00805605
ENSG00000109536	HGNC:3954	chr4	11.0	13.909	0.00445471	0.00206383	0.00020505	0.00633005
ENSG00000174407	HGNC:16159	chr20	3.0	2.0557	0.00821112	0.00206396	3.005e-05	0.00851205
ENSG00000147874	HGNC:25948	chr9	32.0	44.624	0.00363148	0.00206519	0.00024305	0.00602405
ENSG00000181894	HGNC:14209	chr19	8.0	15.81	0.00342749	0.00206817	0.00014205	0.00698405
ENSG00000095906	HGNC:8042	chr16	6.0	9.8597	0.00212299	0.00206953	5.105e-05	0.00890305
ENSG00000170264	HGNC:25808	chr2	24.0	33.279	0.00329485	0.00207016	7.105e-05	0.00815505
ENSG00000152749	HGNC:28899	chr13	16.0	21.95	0.00288911	0.00207125	0.00018505	0.00670505
ENSG00000105755	HGNC:23287	chr19	9.0	10.731	0.00310452	0.00207217	0.00013505	0.00726405
ENSG00000021488	HGNC:11067	chr19	17.0	22.755	0.00334593	0.00207395	0.00018105	0.00664405
ENSG00000183281	HGNC:9072	chr2	1.0	0.58043	0.00213113	0.00207424	1.705e-05	0.00814805
ENSG00000261667	HGNC:52284	chr8			0.00625304	0.00207577	1.505e-05	0.00696505
ENSG00000105507	HGNC:13714	chr19	5.0	9.6277	0.00417441	0.00207581	0.00011205	0.00737205
ENSG00000124444	HGNC:28357	chr19	4.0	4.0204	0.00808681	0.00207591	7.405e-05	0.00768205
ENSG00000239779	HGNC:12737	chr2	12.0	13.787	0.00401645	0.0020764	0.00010405	0.00731205
ENSG00000243927	HGNC:14051	chr21	5.0	5.7777	0.00438745	0.00207711	6.305e-05	0.00822205
ENSG00000120896	HGNC:30907	chr8	25.0	43.558	0.00315584	0.00207899	0.00014805	0.00695605
ENSG00000205362	HGNC:7393	chr16	3.0	2.4302	0.00268708	0.00207985	2.205e-05	0.00919405
ENSG00000087086	HGNC:3999	chr19	11.0	6.7721	0.00837012	0.00208051	9.905e-05	0.00732505
ENSG00000267631	HGNC:16721	chr19	2.0	2.6673	0.00440902	0.00208268	2.005e-05	0.00929105
ENSG00000117308	HGNC:4116	chr1	16.0	17.499	0.00356333	0.00208307	0.00014605	0.00700405
ENSG00000137842	HGNC:26269	chr15	21.0	29.137	0.00245319	0.00208311	0.00010205	0.00772805
ENSG00000173156	HGNC:670	chr11	4.0	8.4248	0.00259591	0.00208335	6.005e-05	0.00864105
ENSG00000124459	HGNC:13111	chr19	15.0	29.266	0.00173954	0.00208342	7.005e-05	0.00831105
ENSG00000150433	HGNC:27344	chr11	4.0	4.06	0.0039114	0.00208408	6.705e-05	0.00825405
ENSG00000163961	HGNC:26661	chr3	22.0	26.218	0.00866298	0.0020843	0.00021905	0.00598905
ENSG00000163792	HGNC:18602	chr2	7.0	7.9171	0.00609311	0.00208461	6.405e-05	0.00798805
ENSG00000141391	HGNC:24639	chr18	12.0	9.4503	0.0031748	0.00208622	0.00012805	0.00739505
ENSG00000159055	HGNC:1286	chr21	5.0	10.56	0.00258081	0.00208635	4.505e-05	0.00861605
ENSG00000160224	HGNC:360	chr21	21.0	27.113	0.00875638	0.00208829	0.00029505	0.00555505
ENSG00000010361	HGNC:26219	chr19	11.0	20.009	0.00206535	0.00208845	7.605e-05	0.00833805
ENSG00000118655	HGNC:17641	chr1	4.0	19.608	0.00292936	0.00208871	0.00010505	0.00744505
ENSG00000005243	HGNC:19356	chr17	11.0	11.116	0.00569823	0.00208936	9.805e-05	0.00746305
ENSG00000254788	HGNC:39977	chr16	2.0	2.5779	0.00237604	0.00208964	1.805e-05	0.00858305
ENSG00000037241	HGNC:17050	chr5	5.0	6.4369	0.00766981	0.00209021	9.905e-05	0.00731905
ENSG00000171509	HGNC:19718	chr4	25.0	38.989	0.00248014	0.00209026	0.00022705	0.00663005
ENSG00000178591	HGNC:18105	chr20	2.0	1.1056	0.00339327	0.00209159	2.005e-05	0.00927005
ENSG00000186766	HGNC:32448	chr10	5.0	4.5976	0.00571713	0.0020918	6.105e-05	0.00822405
ENSG00000150681	HGNC:14261	chr1	6.0	10.925	0.00196156	0.00209193	4.505e-05	0.00932905
ENSG00000137413	HGNC:17300	chr6	18.0	16.878	0.00346414	0.0020924	0.00011905	0.00736105
ENSG00000050327	HGNC:13209	chr7	26.0	36.684	0.00425738	0.0020924	0.00020805	0.00630505
ENSG00000196653	HGNC:23718	chr3	14.0	19.239	0.00498872	0.00209424	0.00011305	0.00714905
ENSG00000140265	HGNC:26673	chr15	21.0	32.919	0.00270276	0.00209523	0.00014105	0.00706305
ENSG00000163202	HGNC:16615	chr1	2.0	1.6695	0.00472608	0.00209583	3.305e-05	0.00906305
ENSG00000114480	HGNC:4180	chr3	24.0	34.716	0.0044606	0.00209608	0.00036305	0.00545805
ENSG00000254852	HGNC:41979	chr16			0.00207953	0.00209644	1.905e-05	0.00825705
ENSG00000106178	HGNC:10623	chr7	3.0	3.1549	0.00861777	0.00209748	8.005e-05	0.00761905
ENSG00000136698	HGNC:18292	chr2	2.0	4.9933	0.00173613	0.00209777	1.805e-05	0.00821505
ENSG00000077152	HGNC:25009	chr1	9.0	12.03	0.00380638	0.00209815	0.00011905	0.00733205
ENSG00000049860	HGNC:4879	chr5	20.0	31.733	0.00220012	0.00209971	0.00014105	0.00731705
ENSG00000164904	HGNC:877	chr5	35.0	37.434	0.00304037	0.00209986	0.00042205	0.00528105
ENSG00000109084	HGNC:28106	chr17	6.0	7.8061	0.00443288	0.00210082	4.405e-05	0.00879105
ENSG00000159197	HGNC:6242	chr21	5.0	3.1754	0.0059	0.00210092	6.505e-05	0.00817205
ENSG00000023572	HGNC:16065	chr1	5.0	6.2034	0.00491745	0.00210322	6.405e-05	0.00831105
ENSG00000111775	HGNC:2277	chr12	4.0	4.5698	0.00724785	0.00210584	3.505e-05	0.00805805
ENSG00000142538	HGNC:30828	chr19	3.0	1.661	0.00420897	0.00210642	2.905e-05	0.00923205
ENSG00000112294	HGNC:408	chr6	14.0	23.361	0.00373967	0.00210674	0.00035105	0.00560805
ENSG00000163534	HGNC:18509	chr1	12.0	21.322	0.00338764	0.00210817	8.905e-05	0.00766805
ENSG00000145700	HGNC:26853	chr5	43.0	63.872	0.00853841	0.00211021	5.105e-05	0.00817805
ENSG00000175018	HGNC:31653	chr10	6.0	7.1929	0.00588169	0.00211067	7.805e-05	0.00824305
ENSG00000181264	HGNC:28280	chr11	5.0	9.7371	0.00199967	0.00211162	3.705e-05	0.00963905
ENSG00000131068	HGNC:16196	chr20	1.0	1.1121	0.00236476	0.00211183	1.905e-05	0.00900605
ENSG00000023191	HGNC:10074	chr11	17.0	20.972	0.0036853	0.00211443	8.905e-05	0.00780205
ENSG00000152133	HGNC:26768	chr2	13.0	17.594	0.00520215	0.00211532	9.405e-05	0.00756005
ENSG00000006837	HGNC:15483	chr5	21.0	26.35	0.00332804	0.0021154	0.00016005	0.00741705
ENSG00000250673	HGNC:53638	chr4			0.00868977	0.00211547	5.005e-05	0.00813905
ENSG00000166347	HGNC:2570	chr18	5.0	7.2829	0.00251857	0.00211564	5.205e-05	0.00902905
ENSG00000115944	HGNC:2289	chr2	8.0	6.0975	0.02145975	0.00211628	0.00011605	0.00713605
ENSG00000145309	HGNC:30710	chr4	4.0	6.773	0.0027539	0.00211675	2.505e-05	0.00988905
ENSG00000162073	HGNC:26386	chr16	9.0	8.907	0.00605781	0.00211807	7.605e-05	0.00798005
ENSG00000196154	HGNC:10494	chr1	3.0	2.934	0.00587345	0.00211848	0.00010005	0.00762605
ENSG00000198049	HGNC:896	chr1	7.0	11.728	0.00242626	0.00212286	3.105e-05	0.00981005
ENSG00000107317	HGNC:9592	chr9	6.0	13.968	0.00237591	0.00212305	5.305e-05	0.00884805
ENSG00000177854	HGNC:13705	chrX	3.0	4.5759	0.01345479	0.00212307	3.105e-05	0.00862905
ENSG00000116209	HGNC:1239	chr1	18.0	18.206	0.0057056	0.00212319	0.00015005	0.00672505
ENSG00000187051	HGNC:28749	chr22	7.0	7.2072	0.0040344	0.00212389	4.305e-05	0.00901505
ENSG00000148187	HGNC:7234	chr9	10.0	10.502	0.00815832	0.00212433	0.00028405	0.00589905
ENSG00000141542	HGNC:18284	chr17	9.0	11.696	0.00495188	0.00212521	0.00013005	0.00722605
ENSG00000178802	HGNC:7216	chr15	13.0	17.676	0.00229284	0.00212607	8.605e-05	0.00838305
ENSG00000165685	HGNC:26438	chr12	5.0	6.5715	0.00190597	0.00212625	3.805e-05	0.00953005
ENSG00000176393	HGNC:10078	chr1	27.0	29.531	0.00568075	0.00212763	0.00037405	0.00546805
ENSG00000135374	HGNC:3320	chr11	8.0	18.019	0.00251544	0.00212771	5.505e-05	0.00881605
ENSG00000171574	HGNC:27318	chr19	8.0	12.838	0.00583918	0.00212874	0.00011805	0.00722105
ENSG00000093144	HGNC:21489	chr6	13.0	13.548	0.00640248	0.00212923	0.00013505	0.00710505
ENSG00000163075	HGNC:33720	chr2	33.0	48.695	0.00287337	0.00213222	4.505e-05	0.00866505
ENSG00000176034	HGNC:26708	chrX	3.0	26.822	0.00852969	0.00213257	2.605e-05	0.00851105
ENSG00000143156	HGNC:20461	chr1	12.0	21.382	0.00286321	0.00213298	0.00011505	0.00764705
ENSG00000205758	HGNC:2420	chr21	16.0	20.848	0.00286868	0.00213346	0.00014605	0.00734605
ENSG00000189171	HGNC:10490	chr1	2.0	3.2822	0.00745712	0.00213366	7.705e-05	0.00783705
ENSG00000135297	HGNC:19261	chr6	15.0	36.096	0.00178819	0.00213405	0.00013305	0.00738905
ENSG00000187581	HGNC:24382	chr14	1.0	1.3578	0.00484181	0.00213431	1.805e-05	0.00902905
ENSG00000162174	HGNC:16448	chr11	8.0	10.34	0.00266029	0.00213489	7.905e-05	0.00849805
ENSG00000133433	HGNC:33437	chr22	0.0	4.224	0.00157086	0.00213498	2.205e-05	0.00838305
ENSG00000124602	HGNC:21203	chr6	21.0	23.489	0.00560619	0.00213573	0.00017205	0.00681105
ENSG00000144045	HGNC:20410	chr2	33.0	38.602	0.00210795	0.00213673	7.605e-05	0.00812205
ENSG00000180992	HGNC:14279	chr6	6.0	5.9477	0.00439529	0.00213676	4.605e-05	0.00889805
ENSG00000137834	HGNC:6772	chr15	23.0	11.672	0.01044187	0.00213714	0.00015805	0.00678105
ENSG00000138294	HGNC:7372	chr10	3.0	4.6348	0.00469929	0.00213718	7.405e-05	0.00806505
ENSG00000124721	HGNC:2952	chr6	136.0	232.19	0.00461896	0.00213872	0.00037605	0.00478005
ENSG00000144120	HGNC:28143	chr2	4.0	7.1213	0.00205714	0.00213954	3.605e-05	0.00972205
ENSG00000147378	HGNC:24683	chrX	4.0	6.6424	0.00852532	0.00213974	1.605e-05	0.00814405
ENSG00000139131	HGNC:24249	chr12	18.0	21.12	0.00403911	0.00214093	0.00017405	0.00701905
ENSG00000197614	HGNC:29673	chr12	6.0	13.952	0.00177369	0.00214093	4.605e-05	0.00961205
ENSG00000100908	HGNC:20273	chr14	6.0	10.648	0.00416103	0.00214148	0.00011105	0.00764605
ENSG00000141696	HGNC:16946	chr17	17.0	20.296	0.00248375	0.00214387	9.505e-05	0.00825205
ENSG00000186825	HGNC:33824	chr2	1.0	0.6174	0.00713384	0.00214427	2.005e-05	0.00836205
ENSG00000105641	HGNC:11040	chr19	10.0	30.074	0.00194209	0.00214449	9.105e-05	0.00821005
ENSG00000163421	HGNC:18455	chr3	3.0	4.3301	0.00331161	0.002145	4.205e-05	0.00900005
ENSG00000127928	HGNC:4411	chr7	1.0	3.4365	0.00242606	0.00214553	2.305e-05	0.01009205
ENSG00000181518	HGNC:14840	chr11	2.0	5.4107	0.00212998	0.00214754	1.605e-05	0.00842705
ENSG00000099977	HGNC:2732	chr22	0.0	0.44578	0.0020145	0.00214916	1.805e-05	0.00844105
ENSG00000075303	HGNC:29680	chr7	13.0	19.96	0.00628396	0.00214953	0.00028905	0.00592505
ENSG00000138777	HGNC:28883	chr4	17.0	19.996	0.00321053	0.00215035	0.00014105	0.00739505
ENSG00000106400	HGNC:21688	chr7	9.0	9.8017	0.01245436	0.00215172	0.00024905	0.00611105
ENSG00000257743	HGNC:28101	chr7			0.00408619	0.00215256	6.705e-05	0.00744305
ENSG00000178826	HGNC:22058	chr7	4.0	6.749	0.0031995	0.00215337	2.905e-05	0.00980205
ENSG00000184730	HGNC:24087	chr16	17.0	33.257	0.00254788	0.00215437	3.605e-05	0.00955105
ENSG00000103426	HGNC:44424	chr16	47.0	63.909	0.0063168	0.00215438	0.00012405	0.00666905
ENSG00000163312	HGNC:18536	chr4	26.0	47.319	0.00173487	0.00215482	0.00021005	0.00702705
ENSG00000172613	HGNC:9827	chr11	11.0	17.309	0.0025204	0.0021567	5.605e-05	0.00906905
ENSG00000198535	HGNC:33627	chr15	3.0	4.7841	0.00290651	0.00215731	2.705e-05	0.00978405
ENSG00000106631	HGNC:21719	chr7	9.0	9.4681	0.00355193	0.00215742	9.605e-05	0.00811905
ENSG00000069943	HGNC:8959	chr15	20.0	27.339	0.0022392	0.00216132	7.205e-05	0.00861205
ENSG00000165264	HGNC:7701	chr9	6.0	6.7578	0.00495734	0.00216185	4.605e-05	0.00900305
ENSG00000270011	HGNC:42964	chr19	7.0	12.128	0.00381005	0.00216255	2.705e-05	0.00980605
ENSG00000137752	HGNC:1499	chr11	10.0	18.357	0.00289861	0.00216355	0.00016605	0.00721005
ENSG00000177453	HGNC:28646	chr5	18.0	18.416	0.00298942	0.00216446	8.505e-05	0.00808705
ENSG00000103591	HGNC:25662	chr15	13.0	19.924	0.00224885	0.00216458	0.00010005	0.00826805
ENSG00000129455	HGNC:6369	chr19	9.0	16.451	0.00473101	0.00216464	0.00016905	0.00696805
ENSG00000244094	HGNC:11266	chr1	1.0	0.86323	0.00268539	0.0021648	2.105e-05	0.00934105
ENSG00000180917	HGNC:25635	chr16	17.0	21.975	0.00542395	0.00216489	0.00016405	0.00688305
ENSG00000168591	HGNC:28459	chr17	8.0	9.3053	0.00442415	0.00216563	0.00011105	0.00769405
ENSG00000234511	HGNC:37272	chr5	2.0	3.1455	0.00219864	0.00216676	2.105e-05	0.00855005
ENSG00000137198	HGNC:4376	chr6	10.0	16.017	0.00465143	0.00216681	0.00015505	0.00713005
ENSG00000179941	HGNC:26291	chr12	19.0	20.534	0.00586566	0.00216786	0.00015805	0.00696805
ENSG00000188032	HGNC:34354	chr19	8.0	15.057	0.00331964	0.00216876	5.505e-05	0.00892605
ENSG00000197653	HGNC:2941	chr12	128.0	215.89	0.00211402	0.00216886	0.00024005	0.00552005
ENSG00000167775	HGNC:16692	chr19	5.0	8.9273	0.0056906	0.00216977	0.00010505	0.00776005
ENSG00000162999	HGNC:18894	chr2	4.0	7.3632	0.00213095	0.00216997	6.205e-05	0.00914905
ENSG00000223572	HGNC:31736	chr15	10.0	10.456	0.01013734	0.00217043	0.00025505	0.00612905
ENSG00000226124	HGNC:48661	chr2	1.0	5.0938	0.00420178	0.00217151	2.705e-05	0.00831405
ENSG00000179914	HGNC:18259	chr1	11.0	16.955	0.00446351	0.00217238	0.00010205	0.00800905
ENSG00000163254	HGNC:2410	chr2	6.0	9.0084	0.00549698	0.00217291	7.205e-05	0.00829105
ENSG00000154040	HGNC:15569	chr18	11.0	16.122	0.00413406	0.00217307	7.805e-05	0.00827505
ENSG00000170893	HGNC:12298	chr3	6.0	9.7887	0.00682156	0.00217517	7.205e-05	0.00809105
ENSG00000187180	HGNC:29460	chr1	1.0	0.55138	0.00411491	0.00217623	2.305e-05	0.00963505
ENSG00000174032	HGNC:27371	chr13	15.0	19.425	0.00597505	0.00217628	0.00026005	0.00620305
ENSG00000282988	HGNC:4767	chr6	4.0	3.4746	0.02020392	0.0021768	2.105e-05	0.00934505
ENSG00000147905	HGNC:26209	chr9	18.0	29.296	0.00348937	0.00217718	0.00024305	0.00637205
ENSG00000177034	HGNC:24812	chr5	8.0	13.844	0.00265625	0.00217822	0.00010605	0.00818105
ENSG00000177459	HGNC:26823	chr8	9.0	13.006	0.00380832	0.00217827	3.105e-05	0.00954105
ENSG00000128789	HGNC:24929	chr18	11.0	12.58	0.00543659	0.00217897	0.00013105	0.00743005
ENSG00000041802	HGNC:25652	chr3	24.0	37.739	0.00366566	0.00218069	0.00023005	0.00646905
ENSG00000175854	HGNC:31412	chr9	6.0	10.759	0.00259684	0.00218138	6.905e-05	0.00895105
ENSG00000132698	HGNC:18238	chr1	11.0	11.617	0.00512164	0.00218169	0.00016005	0.00694605
ENSG00000169908	HGNC:11853	chr3	6.0	11.034	0.00510399	0.0021821	8.905e-05	0.00797605
ENSG00000169019	HGNC:26036	chr4	13.0	11.208	0.00242405	0.00218355	4.705e-05	0.00957905
ENSG00000146038	HGNC:18141	chr6	17.0	22.056	0.00376913	0.00218432	0.00012905	0.00756805
ENSG00000137806	HGNC:18828	chr15	6.0	13.092	0.00161533	0.00218471	4.405e-05	0.01009705
ENSG00000143882	HGNC:18264	chr2	16.0	25.879	0.00550718	0.00218652	0.00016605	0.00691005
ENSG00000187994	HGNC:24795	chr19	11.0	23.696	0.00159777	0.00218695	6.305e-05	0.00938205
ENSG00000198169	HGNC:13045	chr8	19.0	20.587	0.00414319	0.00218714	0.00030205	0.00610005
ENSG00000204577	HGNC:6607	chr19	13.0	25.003	0.00281017	0.00218798	7.405e-05	0.00830405
ENSG00000116260	HGNC:9756	chr1	14.0	35.047	0.00152323	0.0021893	0.00012805	0.00763105
ENSG00000155890	HGNC:19014	chr3	29.0	29.955	0.01067231	0.00219042	0.00036105	0.00565805
ENSG00000164318	HGNC:26810	chr5	37.0	52.501	0.00227504	0.00219289	0.00015805	0.00716905
ENSG00000239839	HGNC:2762	chr8	1.0	0.9806	0.00301905	0.00219385	1.505e-05	0.00942905
ENSG00000139269	HGNC:24029	chr12	13.0	14.385	0.008928	0.00219387	0.00020405	0.00655105
ENSG00000178776	HGNC:33768	chr5	2.0	4.0852	0.00386899	0.00219438	3.905e-05	0.00895805
ENSG00000167995	HGNC:12703	chr11	18.0	17.894	0.00387712	0.00219667	0.00015605	0.00732005
ENSG00000125841	HGNC:16229	chr20	4.0	5.6174	0.00444533	0.00219668	7.305e-05	0.00857205
ENSG00000175575	HGNC:25687	chr11	18.0	21.983	0.00503812	0.0021976	0.00016705	0.00702605
ENSG00000242715	HGNC:34361	chr13	10.0	13.608	0.00177731	0.00219769	2.105e-05	0.01012105
ENSG00000205592	HGNC:14362	chr12	57.0	72.234	0.00967558	0.00219808	1.705e-05	0.00976305
ENSG00000100319	HGNC:28046	chr22	9.0	12.663	0.00965933	0.00219969	0.00023005	0.00637505
ENSG00000095596	HGNC:2603	chr10	18.0	22.411	0.0037218	0.00220019	0.00012705	0.00757405
ENSG00000181408	HGNC:4468	chr17	6.0	4.159	0.00219784	0.00220082	1.905e-05	0.00867405
ENSG00000196458	HGNC:28068	chr12	1.0	5.049	0.00187213	0.00220149	3.105e-05	0.00940705
ENSG00000125975	HGNC:16166	chr20	10.0	11.704	0.00658535	0.00220181	0.00010005	0.00796305
ENSG00000133313	HGNC:24437	chr18	15.0	24.805	0.0023893	0.00220221	7.005e-05	0.00871905
ENSG00000105497	HGNC:12964	chr19	15.0	25.377	0.00453644	0.00220293	0.00018205	0.00704805
ENSG00000146281	HGNC:21408	chr6	9.0	15.825	0.00396704	0.00220351	0.00010705	0.00797705
ENSG00000171631	HGNC:8543	chr11	8.0	6.4342	0.0073564	0.00220399	0.00016305	0.00711905
ENSG00000120699	HGNC:17035	chr13	20.0	17.06	0.01206758	0.00220487	0.00025705	0.00619805
ENSG00000105865	HGNC:21517	chr7	9.0	14.1	0.00348333	0.00220496	0.00014105	0.00763405
ENSG00000060971	HGNC:82	chr3	16.0	21.737	0.00311924	0.00220745	0.00014605	0.00752405
ENSG00000106714	HGNC:13834	chr9	25.0	45.501	0.00292378	0.00220754	0.00033205	0.00612205
ENSG00000160307	HGNC:10500	chr21	2.0	3.0327	0.00321348	0.00221001	4.405e-05	0.00927705
ENSG00000171476	HGNC:24961	chr4	7.0	5.1763	0.00456869	0.00221128	5.105e-05	0.00899605
ENSG00000136457	HGNC:1909	chr17	5.0	10.527	0.00383059	0.00221342	9.805e-05	0.00817805
ENSG00000057294	HGNC:9024	chr12	32.0	40.596	0.00323756	0.00221468	0.00011305	0.00759205
ENSG00000122304	HGNC:9448	chr16	3.0	5.4991	0.00431357	0.00221657	3.105e-05	0.00985005
ENSG00000160908	HGNC:18832	chr7	12.0	19.94	0.00360955	0.00221737	7.805e-05	0.00851905
ENSG00000175984	HGNC:24748	chr1	27.0	51.494	0.00276181	0.00221831	0.00021405	0.00703605
ENSG00000006744	HGNC:14198	chr17	36.0	45.465	0.00559714	0.00221841	0.00031605	0.00579305
ENSG00000212993	HGNC:9223	chr8	5.0	4.5629	0.00353881	0.00221902	4.805e-05	0.00940305
ENSG00000163382	HGNC:18453	chr1	10.0	12.889	0.00518136	0.00221946	0.00014205	0.00744005
ENSG00000115392	HGNC:20748	chr2	31.0	25.875	0.00616847	0.00221987	0.00029505	0.00617305
ENSG00000100979	HGNC:9093	chr20	16.0	23.366	0.00265065	0.00221995	0.00011605	0.00807805
ENSG00000183696	HGNC:12576	chr7	7.0	11.76	0.00264965	0.002221	9.505e-05	0.00861905
ENSG00000188428	HGNC:18561	chr6	12.0	10.054	0.00503433	0.00222176	0.00010005	0.00811605
ENSG00000186532	HGNC:21067	chr17	26.0	33.538	0.00314405	0.00222474	0.00032305	0.00620705
ENSG00000242866	HGNC:16035	chr15	31.0	47.629	0.01916515	0.00222591	0.00050005	0.00508105
ENSG00000167600	HGNC:15654	chr19	10.0	19.149	0.00358347	0.0022266	0.00018005	0.00756605
ENSG00000118242	HGNC:25478	chr2	11.0	12.155	0.00473064	0.00222672	0.00012405	0.00771905
ENSG00000154065	HGNC:27110	chr18	14.0	16.508	0.00383738	0.00222782	0.00016405	0.00739705
ENSG00000182253	HGNC:24466	chr15	39.0	43.857	0.01223696	0.00222788	0.00020705	0.00631805
ENSG00000109062	HGNC:11075	chr17	8.0	12.479	0.00369449	0.0022294	0.00013105	0.00771605
ENSG00000106305	HGNC:20609	chr7	5.0	10.873	0.00413197	0.00222948	6.705e-05	0.00872705
ENSG00000187123	HGNC:28751	chr2	9.0	10.535	0.00906003	0.0022298	0.00027705	0.00620605
ENSG00000034533	HGNC:25021	chr3	17.0	22.409	0.00337219	0.00223307	0.00015305	0.00743805
ENSG00000184378	HGNC:24022	chr3	11.0	10.3	0.00393583	0.00223317	5.005e-05	0.00939605
ENSG00000162039	HGNC:28569	chr16	21.0	21.335	0.0047901	0.00223615	0.00018005	0.00719005
ENSG00000135917	HGNC:16266	chr2	5.0	17.84	0.00128544	0.0022381	3.105e-05	0.01105205
ENSG00000167755	HGNC:6367	chr19	5.0	10.162	0.00471602	0.00223865	0.00013905	0.00761405
ENSG00000146192	HGNC:3664	chr6	19.0	34.598	0.0018061	0.00224031	7.005e-05	0.00956905
ENSG00000138382	HGNC:25006	chr2	8.0	11.427	0.00362453	0.00224044	9.205e-05	0.00848105
ENSG00000138363	HGNC:794	chr2	30.0	32.592	0.00768549	0.002243	0.00030005	0.00607605
ENSG00000185662	HGNC:34440	chr5	5.0	10.477	0.00305998	0.00224316	2.205e-05	0.01063505
ENSG00000173226	HGNC:28949	chr3	25.0	38.937	0.00682376	0.00224345	0.00027405	0.00611105
ENSG00000185594	HGNC:28676	chr15	2.0	4.0268	0.00490233	0.00224598	1.305e-05	0.00932805
